Sr. No.,CompanyName,BSECode
2598,Nelcast Ltd.,532864
2599,Nelco Ltd.,504112
2600,Neo Corp International Ltd.,523820
2601,Neo Infracon Ltd.,514332
2602,Neogem India Ltd.,526195
2603,Nepc India Ltd.,500301
2604,Nesco Ltd.,505355
2605,Nestle India Ltd.,500790
2606,Net 4 India Ltd.,532912
2607,Netlink Solutions (india) Ltd.,509040
2608,Nettlinx Ltd.,511658
2609,Netvista Information Technology Ltd.,530811
2610,Network Ltd.,523558
2611,Network18 Media & Investments Ltd.,532798
2612,Neuland Laboratories Ltd.,524558
2613,New Delhi Television Ltd.,532529
2614,New Markets Advisory Ltd.,508867
2615,New Sagar Trading Co.ltd.,501479
2616,Newever Trade Wings Ltd,536644
2617,Newtime Infrastructure Limited,531959
2618,Next Mediaworks Ltd.,532416
2619,Nexus Commodities And Technologies Ltd,538874
2620,Nexxoft Infotel Ltd.,532045
2621,Neyveli Lignite Corporation Ltd.,513683
2622,Ngl Fine-chem Ltd.,524774
2623,Nhc Foods Ltd.,517554
2624,Nhpc Ltd.,533098
2625,Nicco Corporation Ltd.,590028
2626,Nicco Parks & Resorts Ltd.-$,526721
2627,Nicco Uco Alliance Credit Ltd.,523209
2628,Nidhi Granites Ltd.,512103
2629,Nihar Info Global Ltd.,531083
2630,Niit Ltd.,500304
2631,Niit Technologies Ltd.,532541
2632,Nikhil Adhesives Ltd.-$,526159
2633,Nikki Global Finance Ltd.,531272
2634,Nila Infrastructures Ltd.,530377
2635,Nilachal Refractories Ltd.,502294
2636,Nile Ltd.,530129
2637,Nilkamal Ltd.,523385
2638,Nimbus Foods Industries Ltd.,531598
2639,Nimbus Industries Ltd.,530971
2640,Nimbus Projects Ltd.,511714
2641,Niraj Cement Structurals Ltd.,532986
2642,Nirav Commercials Ltd.,512425
2643,Nirlon Ltd.,500307
2644,Nirvikara Paper Mills Ltd,539251
2645,Nishtha Finance And Investment (india) Ltd,539311
2646,Nissan Copper Ltd.,532789
2647,Nitco Ltd.,532722
2648,Nitesh Estates Ltd,533202
2649,Nitin Alloys Global Ltd.,508875
2650,Nitin Fire Protection Industries Ltd.,532854
2651,Nitin Spinners Ltd.,532698
2652,Nitinbbph,536161
2653,Nitta Gelatin India Ltd.-$,506532
2654,Nivedita Mercantile & Financing Ltd.,512381
2655,Nivi Trading Ltd.,512245
2656,Nivyah Infrastructure & Telecom Services Ltd.,517534
2657,Nmdc Ltd.,526371
2658,Noble Explochem Ltd.-$,506991
2659,Noble Polymers Ltd,539200
2660,Nocil Ltd.,500730
2661,Noesis Industries Limited,530435
2662,Noida Medicare Centre Ltd.,523670
2663,Noida Toll Bridge Company Ltd.,532481
2664,North Eastern Carrying Corporation Ltd.,534615
2665,Northlink Fiscal And Capital Services Ltd,539110
2666,Nouveau Global Ventures Ltd.,531465
2667,Nova Iron & Steel Ltd.,513566
2668,Nova Publications India Ltd,530733
2669,Novagold Petro-resources Ltd.,531791
2670,Novartis India Ltd.,500672
2671,Novopan Industries Ltd.,500310
2672,Npr Finance Ltd.,530127
2673,Nrb Bearings Ltd.,530367
2674,Nrb Industrial Bearings Ltd.,535458
2675,Nrc Ltd.,503780
2676,Ntc Industries Ltd.,526723
2677,Ntpc Ltd.,532555
2678,Nu Tek India Ltd.,533015
2679,Nu-tech Corporate Services Ltd.,526313
2680,Nucleus Software Exports Ltd.,531209
2681,Nutech Global Ltd.,531304
2682,Nutraplus India Limited,524764
2683,Nutricircle Ltd,530219
2684,Nuway Organic Naturals India Ltd.,531819
2685,Nylofil India Ltd.,526488
2686,Nyssa Corporation Limited,504378
2687,O. P. Chains Ltd,539116
2688,Oasis Securities Ltd.,512489
2689,Oasis Tradelink Ltd,538547
2690,Oberoi Realty Ltd.,533273
2691,Objectone Information Systems Ltd.,535657
2692,Ocean Agro (india) Ltd.,519491
2693,Oceanaa Biotek Industries Ltd,538019
2694,Ocl India Ltd.,502165
2695,Ocl Iron And Steel Ltd.,533008
2696,Octal Credit Capital Ltd,538894
2697,Odyssey Corporation Ltd.,531996
2698,Odyssey Technologies Ltd.-$,530175
2699,Oil And Natural Gas Corporation Ltd.,500312
2700,Oil Country Tubular Ltd.,500313
2701,Oil India Ltd.,533106
2702,Ojas Asset Reconstruction Company Ltd,538607
2703,Ok Play India Ltd.,526415
2704,Olympia Industries Ltd.,521105
2705,Olympic Cards Ltd.,534190
2706,Olympic Oil Industries Ltd.,507609
2707,Om Metals Infraprojects Ltd.,531092
2708,Omansh Enterprises Ltd,538537
2709,Omax Autos Ltd.,520021
2710,Omaxe Ltd.,532880
2711,Omega Ag-seeds (punjab) Ltd.,519479
2712,Omkar Overseas Ltd.,531496
2713,Omkar Pharmachem Ltd.,532167
2714,Omkar Speciality Chemicals Ltd.,533317
2715,Omni Axs Software Ltd.,532340
2716,Omnitech Infosolutions Ltd.,532882
2717,Omnitex Industries (india) Ltd.,514324
2718,Onelife Capital Advisors Ltd.,533632
2719,Onesource Techmedia Ltd.,535647
2720,Onmobile Global Ltd.,532944
2721,Ontrack Systems Ltd.,532607
2722,Onward Technologies Ltd.,517536
2723,Optiemus Infracom Ltd,530135
2724,Optimus Finance Ltd,531254
2725,Opto Circuits (india) Ltd.,532391
2726,Oracle Financial Services Software Ltd.,532466
2727,Orbit Corporation Ltd.,532837
2728,Orbit Exports Ltd.,512626
2729,Orchid Pharma Ltd,524372
2730,Organic Coatings Ltd.,531157
2731,Oricon Enterprises Ltd.-$,513121
2732,Orient Abrasives Ltd.-$,504879
2733,Orient Bell Limited-$,530365
2734,Orient Beverages Ltd.,507690
2735,Orient Cement Ltd,535754
2736,Orient Green Power Company Ltd.,533263
2737,Orient Paper & Industries Ltd.,502420
2738,Orient Press Ltd.,526325
2739,Orient Refractories Ltd.,534076
2740,Oriental Bank Of Commerce,500315
2741,Oriental Carbon & Chemicals Ltd.-$,506579
2742,Oriental Hotels Ltd.,500314
2743,Oriental Trimex Ltd.,532817
2744,Oriental Veneer Products Ltd.,531859
2745,Oripro Ltd.,590127
2746,Orissa Minerals Development Company Ltd.,590086
2747,Orissa Sponge Iron & Steel Ltd.-$,504864
2748,Orosil Smiths India Ltd.-$,531626
2749,Ortel Communications Ltd,539015
2750,Ortin Laboratories Ltd,539287
2751,Ortin Laboratories Ltd.-$,590074
2752,Oscar Global Ltd.,530173
2753,Oscar Investments Ltd.,501179
2754,Oswal Agro Mills Ltd.,500317
2755,Oswal Greentech Ltd,539290
2756,Oswal Leasing Ltd.,509099
2757,Oswal Overseas Ltd.,531065
2758,Oswal Spinning & Weaving Mills Ltd.,500318
2759,Oswal Yarns Ltd.,514460
2760,Otco International Ltd.,523151
2761,Oudh Sugar Mills Ltd.,507260
2762,Overseas Synthetics Ltd.,514330
2763,Oxford Industries Ltd.,514414
2764,Oyeeee Media Ltd,539310
2765,Ozone World Ltd,539291
2766,P. B. Films Ltd,539352
2767,P.i.industries Ltd.,523642
2768,P.m.telelinnks Ltd.,513403
2769,Pacheli Industrial Finance Ltd,523862
2770,Pacific Industries Ltd.,523483
2771,Pact Industries Ltd,538963
2772,Padam Cotton Yarns Ltd.,531395
2773,Padmalaya Telefilms Ltd.,532350
2774,Padmanabh Industries Ltd,526905
2775,Pae Ltd.,517230
2776,Page Industries Ltd.,532827
2777,Pal Credit & Capital Ltd.,511306
2778,Palco Metals Ltd,539121
2779,Palred Technologies Limited,532521
2780,Palsoft Infosystems Ltd.,511597
2781,Pan Electronics India Ltd.,517397
2782,Pan India Corporation Ltd.,511525
2783,Panacea Biotec Ltd.,531349
2784,Panafic Industrials Ltd,538860
2785,Panama Petrochem Ltd.,524820
2786,Panasonic Appliances India Company Ltd.-$,523307
2787,Panasonic Carbon India Co.ltd.-$,508941
2788,Panasonic Energy India Company Ltd.-$,504093
2789,Panchmahal Steel Ltd.,513511
2790,Panchsheel Organics Ltd.,531726
2791,Pankaj Piyush Trade & Investment Ltd,506122
2792,Pankaj Polymers Ltd.,531280
2793,Pankaj Polypack Ltd,534796
2794,Panoramic Universal Ltd.,531816
2795,Panther Industrial Products Ltd.,524055
2796,Panyam Cements & Mineral Industries Ltd.,500322
2797,Parab Infra Ltd,513359
2798,Parabolic Drugs Ltd,533211
2799,Paragon Finance Ltd.,531255
2800,Paramount Communications Ltd.-$,530555
2801,Paramount Cosmetics (india) Ltd.,507970
2802,Paramount Printpackaging Ltd.,533399
2803,Paras Petrofils Ltd.,521246
2804,Parekh Aluminex Ltd.,532606
2805,Parekh Distributors Ltd.,501482
2806,Parenteral Drugs (india) Ltd.-$,524689
2807,Parichay Investments Ltd.,505525
2808,Parker Agrochem Exports Ltd.-$,524628
2809,Parle Software Ltd.,532911
2810,Parnami Credits Ltd,538646
2811,Parnax Lab Ltd.,506128
2812,Parrys Sugar Industries Ltd.,500162
2813,Parsharti Investment Ltd.,511702
2814,Parshwanath Corporation Ltd.,511176
2815,Parsvnath Developers Ltd.,532780
2816,Parth Aluminium Ltd.,513430
2817,Parth Industries Limited,526349
2818,Pasari Spinning Mills Ltd.,521080
2819,Pasupati Acrylon Ltd.,500456
2820,Pasupati Fincap Ltd.,511734
2821,Pasupati Spg.& Wvg.mills Ltd.,503092
2822,Patdiam Jewellery Ltd,539401
2823,Patel Engineering Ltd.-$,531120
2824,Patel Integrated Logistics Ltd.-$,526381
2825,Patels Airtemp (india) Ltd.,517417
2826,Patidar Buildcon Limited,524031
2827,Patspin India Ltd.,514326
2828,Paul Merchants Ltd,539113
2829,Paushak Ltd.,532742
2830,Pawansut Holdings Ltd.,535658
2831,Pba Infrastructure Ltd.,532676
2832,Pbm Polytex Ltd.-$,514087
2833,Pc Jeweller Ltd.,534809
2834,Pc Products India Ltd,539267
2835,Pcs Technology Ltd.,517119
2836,Pds Multinational Fashions Ltd,538730
2837,Pearl Electronics Ltd,535205
2838,Pearl Global Industries Limited,532808
2839,Pearl Polymers Ltd.,523260
2840,Pecos Hotels And Pubs Ltd,539273
2841,Pee Cee Cosma Sope Ltd.,524136
2842,Peeti Securities Ltd.,531352
2843,Peninsula Land Ltd.,503031
2844,Pennar Aluminium Co.ltd.,513405
2845,Pennar Engineered Building Systems Ltd,539333
2846,Pennar Industries Ltd.-$,513228
2847,Pentamedia Graphics Ltd.,500329
2848,Pentokey Organy (india) Ltd.,524210
2849,Peoples Investments Ltd.,501144
2850,Perfect-octave Media Projects Ltd,521062
2851,Perfectpac Ltd.,526435
2852,Permanent Magnets Ltd.-$,504132
2853,Persistent Systems Ltd.,533179
2854,Pet Plastics Ltd.,524046
2855,Petron Engineering Construction Ltd.,530381
2856,Petronet Lng Ltd.,532522
2857,Pfizer Ltd.,500680
2858,Pfl Infotech Ltd.,531769
2859,Pg Electroplast Ltd.,533581
2860,Pg Foils Ltd.,526747
2861,Pg Industry Ltd.,531281
2862,Ph Capital Ltd.,500143
2863,Ph Trading Ltd.,512026
2864,Phaarmasia Ltd.,523620
2865,Pharmaids Pharmaceuticals Ltd.,524572
2866,Phillips Carbon Black Ltd.,506590
2867,Phoenix International Ltd.,526481
2868,Phoenix Lamps Limited,517296
2869,Phoenix Township Ltd,537839
2870,Photon Capital Advisors Ltd.,509084
2871,Photoquip India Ltd.,526588
2872,Phyto Chem (india) Ltd.,524808
2873,Piccadily Agro Industries Ltd.,530305
2874,Piccadily Sugar & Allied Industries Ltd.,507498
2875,Picturehouse Media Ltd.,532355
2876,Pidilite Industries Ltd.,500331
2877,Pil Italica Lifestyle Ltd,500327
2878,Pilani Investment And Industries Corporation Ltd.,590121
2879,Pincon Spirit Ltd,538771
2880,Pine Animation Limited,511421
2881,Pioneer Agro Extracts Ltd.,519439
2882,Pioneer Distilleries Ltd.,531879
2883,Pioneer Embroideries Ltd.-$,514300
2884,Pioneer Investcorp Ltd.,507864
2885,Piramal Enterprises Ltd.,500302
2886,Piramal Glass Ltd.,532949
2887,Piramal Phytocare Limited,532979
2888,Pithampur Poly Products Ltd.,530683
2889,Pithampur Steels Ltd.,513611
2890,Pitti Laminations Ltd.-$,513519
2891,Pix Transmissions Ltd.,500333
2892,Planter Polysacks Ltd.,523105
2893,Plastiblends India Ltd.-$,523648
2894,Plethico Pharmaceuticals Ltd.,532739
2895,Pmc Fincorp Limited,534060
2896,Pnb Gilts Ltd.,532366
2897,Pnc Infratech Ltd,539150
2898,Pneumatic Holdings Ltd,539347
2899,Pochiraju Industries Ltd.,532803
2900,Pocl Enterprises Ltd,539195
2901,Poddar Housing And Development Ltd,523628
2902,Poddar Pigments Ltd.-$,524570
2903,Pokarna Ltd.,532486
2904,Polar Industries Ltd.,504288
2905,Polaris Consulting & Services Limited,532254
2906,Polo Hotels Ltd.,526687
2907,Polson Ltd.,507645
2908,Poly Medicure Ltd.,531768
2909,Polychem Ltd.,506605
2910,Polycon International Ltd.,531397
2911,Polygenta Technologies Ltd.,514486
2912,Polylink Polymers (india) Ltd.,531454
2913,Polymac Thermoformers Ltd,537573
2914,Polymechplast Machines Ltd.,526043
2915,Polyplex Corporation Ltd.,524051
2916,Polyspin Exports Ltd,539354
2917,Polyspin Exports Ltd.,590055
2918,Polytex India Ltd.,512481
2919,Pondy Oxides & Chemicals Ltd.,532626
2920,Ponni Sugars (erode) Ltd.,532460
2921,Pooja Entertainment And Films Ltd.,532011
2922,Poona Dal & Oil Industries Ltd.,519359
2923,Popular Estate Management Ltd.,531870
2924,Porwal Auto Components Ltd.,532933
2925,Positive Electronics Ltd,539178
2926,Potential Investments & Finance Ltd,538566
2927,Power Finance Corporation Ltd.,532810
2928,Power Grid Corporation Of India Ltd.,532898
2929,Power Mech Projects Ltd,539302
2930,Powerhouse Gym & Wellness Ltd,538731
2931,Ppap Automotive Limited,532934
2932,Prabhat Dairy Ltd,539351
2933,Prabhav Industries Ltd.,531855
2934,Pradeep Metals Ltd.,513532
2935,Pradip Overseas Ltd,533178
2936,Prag Bosimi Synthetics Ltd.,500192
2937,Praj Industries Ltd.,522205
2938,Prajay Engineers Syndicate Ltd.,531746
2939,Prakash Constrowell Ltd.,533605
2940,Prakash Industries Ltd.,506022
2941,Prakash Steelage Ltd.,533239
2942,Prakash Woollen & Synthetic Mills Ltd,531437
2943,Pranavaditya Spinning Mills Ltd.,531172
2944,Prashant India Ltd.,519014
2945,Pratibha Industries Ltd.,532718
2946,Pratik Panels Ltd.,526490
2947,Pratiksha Chemicals Ltd.,531257
2948,Precious Trading & Investments Ltd.,506107
2949,Precision Containeurs Ltd.,523874
2950,Precision Electronics Ltd.,517258
2951,Precision Wires India Ltd.,523539
2952,Prem Somani Financial Services Ltd.,530669
2953,Premco Global Ltd.-$,530331
2954,Premier Capital Services Ltd.,511016
2955,Premier Energy And Infrastructure Ltd.,533100
2956,Premier Explosives Ltd.,526247
2957,Premier Ltd.,500540
2958,Premier Pipes Ltd.,513291
2959,Premier Polyfilm Ltd.,514354
2960,Premier Synthetics Ltd.,509835
2961,Premium Capital Market & Investments Ltd.,511660
2962,Prerna Infrabuild Ltd.,531802
2963,Presha Metallurgical Ltd.,513613
2964,Pressman Advertising Limited,509077
2965,Pressure Sensitive Systems (india) Ltd.,526773
2966,Prestige Estates Projects Ltd.,533274
2967,Pretto Leather Industries Ltd.,526691
2968,Pricol Ltd.,526109
2969,Prima Agro Ltd.,519262
2970,Prima Industries Ltd.,531246
2971,Prima Plastics Ltd.,530589
2972,Prime Capital Market Ltd.,535514
2973,Prime Focus Ltd.,532748
2974,Prime Industries Ltd.,519299
2975,Prime Property Development Corporation Ltd.-$,530695
2976,Prime Securities Ltd.,500337
2977,Prime Urban Development India Ltd.,521149
2978,Prism Cement Ltd.,500338
2979,Prism Finance Ltd.,531735
2980,Prism Informatics Ltd.,505530
2981,Prism Medico And Pharmacy Ltd.,512217
2982,Prithvi Information Solutions Ltd.,532675
2983,Prithvi Softech Ltd.,531688
2984,Pritish Nandy Communications Ltd.,532387
2985,Priya Ltd.-$,524580
2986,Priyadarshini Spinning Mills Ltd.,503873
2987,Pro Fin Capital Services Ltd.,511557
2988,Proaim Enterprises Ltd,512105
2989,Procal Electronics India Ltd.,526009
2990,Procter & Gamble Hygiene & Health Care Ltd.,500459
2991,Professional Diamonds Ltd.,523001
2992,Progressive Extractions & Exports Ltd.,531265
2993,Promact Plastics Ltd.,526494
2994,Proto Developers & Technologies Ltd.,530069
2995,Provestment Services Ltd.,590120
2996,Provogue (india) Ltd.,532647
2997,Prozone Intu Properties Limited,534675
2998,Ps It Infrastructure & Services Limited,505502
2999,Psl Ltd.,526801
3000,Ptc India Financial Services Ltd.,533344
3001,Ptc India Ltd.,532524
3002,Ptc Industries Ltd,539006
3003,Ptl Enterprises Ltd.-$,509220
3004,Pudumjee Industries Ltd.,516092
3005,Pudumjee Pulp & Paper Mills Ltd.,500343
3006,Pulsar International Ltd.,512591
3007,Punctual Trading Ltd.,512461
3008,Punit Commercials Ltd.,512099
3009,Punj Lloyd Ltd.,532693
3010,Punjab & Sind Bank,533295
3011,Punjab Alkalies & Chemicals Ltd.,506852
3012,Punjab Chemicals And Crop Protection Ltd.-$,506618
3013,Punjab Communications Ltd.-$,500346
3014,Punjab National Bank,532461
3015,Punjab Woolcombers Ltd.,509839
3016,Puravankara Projects Ltd.,532891
3017,Purity Flex Pack Ltd.,523315
3018,Purohit Construction Ltd,538993
3019,Purshottam Investofin Ltd,538647
3020,Pushpsons Industries Ltd.,531562
3021,Pvp Ventures Ltd.,517556
3022,Pvr Ltd.,532689
3023,Pvv Infra Ltd,536659
3024,Pyxis Finvest Ltd,534109
3025,Quadrant Televentures Limited-$,511116
3026,Quantum Build-tech Ltd,538596
3027,Quantum Digital Vision (india) Ltd.,530281
3028,Quantum Mutual Fund - Quantum Index Fund Etf,590110
3029,Quest Softech (india) Ltd,535719
3030,Quintegra Solutions Ltd.,532866
3031,R J Bio-tech Ltd,536456
3032,R Systems International Limited,532735
3033,R&b Denims Ltd,538119
3034,R* Shares Banking Exchange Traded Fund,533888
3035,R.b.gupta Financials Ltd.,532024
3036,R.j.shah & Co.ltd.,509845
3037,R.r.securities Ltd.,530917
3038,R.s.software India Ltd.,517447
3039,R.t.exports Ltd.-$,512565
3040,Raaj Medisafe India Ltd.,524502
3041,Raasi Refractories Ltd.-$,502271
3042,Racl Geartech Ltd,520073
3043,Radaan Mediaworks (i) Ltd.,590070
3044,Radford Global Limited,530561
3045,Radha Madhav Corporation Ltd.,532692
3046,Radhe Developers (india) Ltd.,531273
3047,Radico Khaitan Ltd.,532497
3048,Radix Industries (india) Limited,531412
3049,Raghava Estates And Properties Ltd,531627
3050,Raghunath International Ltd.,526813
3051,Raghunath Tobacco Co.ltd.,531552
3052,Raghuvansh Agrofarms Ltd,538921
3053,Raghuvir Synthetics Ltd.,514316
3054,Rahul Merchandising Ltd.,531887
3055,Rai Saheb Rekhchand Mohota Spg.& Wvg.mills Ltd.,530047
3056,Rain Industries Limited,500339
3057,Rainbow Denim Ltd.,532441
3058,Rainbow Foundations Ltd.,531694
3059,Rainbow Papers Ltd.-$,523523
3060,Raj Agro Mills Ltd.,530291
3061,Raj Oil Mills Ltd.,533093
3062,Raj Packaging Industries Ltd.,530111
3063,Raj Rayon Industries Limited-$,530699
3064,Raj Television Network Ltd.,532826
3065,Raja Bahadur International Ltd.,503127
3066,Rajani Extractions Ltd.,519303
3067,Rajapalayam Mills Ltd.-$,532503
3068,Rajasthan Cylinders & Containers Ltd,538707
3069,Rajasthan Gases Ltd.,526873
3070,Rajasthan Petro Synthetics Ltd.,506975
3071,Rajasthan Tube Manufacturing Co.ltd.,530253
3072,Rajath Finance Limited,507962
3073,Rajdarshan Industries Ltd.,526662
3074,Rajdhani Leasing & Industries Ltd.,523030
3075,Rajesh Exports Ltd.,531500
3076,Rajesh Malleables Ltd.,513630
3077,Rajeswari Infrastructure Limited,526823
3078,Rajkamal Synthetics Ltd.,514028
3079,Rajkumar Forge Ltd.,513369
3080,Rajlaxmi Industries Ltd.,512319
3081,Rajoo Engineers Ltd.-$,522257
3082,Rajputana Investment And Finance Ltd,539090
3083,Rajratan Global Wire Ltd.,517522
3084,Rajsanket Realty Limited,512409
3085,Rajshree Sugars & Chemicals Ltd.,500354
3086,Rajvir Industries Ltd.,532665
3087,Rallis India Ltd.,500355
3088,Ram Minerals And Chemicals Ltd,534734
3089,Ram Ratna Wires Ltd.-$,522281
3090,Rama Paper Mills Ltd.,500357
3091,Rama Petrochemicals Ltd.,500358
3092,Rama Phosphates Ltd.,524037
3093,Rama Pulp & Papers Ltd.,502587
3094,Rama Steel Tubes Ltd,539309
3095,Rama Vision Ltd.,523289
3096,Ramchandra Leasing & Finance Ltd,538540
3097,Ramco Industries Ltd.,532369
3098,Ramco Systems Ltd.,532370
3099,Raminfo Limited,530951
3100,Ramkrishna Forgings Ltd.,532527
3101,Ramky Infrastructure Ltd.,533262
3102,Rammaica (india) Ltd.,515127
3103,Ramsarup Industries Ltd.,532690
3104,Ramsons Projects Ltd.,530925
3105,Rana Sugars Ltd.,507490
3106,Ranbaxy Laboratories Ltd.,500359
3107,Rander Corporation Ltd.,531228
3108,Rane (madras) Ltd.,532661
3109,Rane Brake Lining Ltd.,532987
3110,Rane Engine Valve Ltd.,532988
3111,Rane Holdings Ltd.,505800
3112,Ranjeev Alloys Ltd.,513727
3113,Ranklin Solutions Ltd.-$,590077
3114,Rap Media Ltd.,531583
3115,Rapicut Carbides Ltd.,500360
3116,Rapid Investments Ltd.,501351
3117,Ras Resorts & Apart Hotels Ltd.,507966
3118,Rasandik Engineering Industries India Ltd.-$,522207
3119,Rashel Agrotech Ltd.,532055
3120,Rashtriya Chemicals & Fertilizers Ltd.,524230
3121,Rasi Electrodes Ltd.,531233
3122,Rasoi Ltd.,507649
3123,Rasoya Proteins Ltd.,531522
3124,Ratan Glitter Industries Ltd.,512397
3125,Rathi Bars Ltd.,532918
3126,Rathi Graphic Technologies Ltd.,524610
3127,Rathi Steel & Power Ltd.-$,504903
3128,Ratnamani Agro Industries Ltd,507652
3129,Ratnamani Metals & Tubes Ltd.-$,520111
3130,Rattanindia Infrastructure Limited,534597
3131,Rattanindia Power Limited,533122
3132,Raunaq Epc International Ltd,537840
3133,Ravalgaon Sugar Farm Ltd.,507300
3134,Ravi Kumar Distilleries Ltd.,533294
3135,Ravindra Trading & Agencies Ltd.,504341
3136,Raymed Labs Ltd.,531207
3137,Raymond Ltd.,500330
3138,Rcc Cements Ltd.,531825
3139,Rci Industries & Technologies Ltd,537254
3140,Rcl Foods Limited,530923
3141,Rcl Retail Ltd.,534708
3142,Rdb Rasayans Ltd.,533608
3143,Rdb Realty & Infrastructure Ltd.,533285
3144,Real Realty Management Company Ltd.,530053
3145,Real Strips Ltd.-$,513558
3146,Real Touch Finance Ltd,538611
3147,Redex Protech Ltd.,523650
3148,Redington (india) Ltd.,532805
3149,Refex Industries Limited,532884
3150,Refnol Resins & Chemicals Ltd.,530815
3151,Regal Entertainment & Consultants Ltd.,531033
3152,Regaliaa Realty Ltd.,530807
3153,Regency Ceramics Ltd.,515018
3154,Regency Hospital Ltd.,526403
3155,Regency Trust Ltd.,511585
3156,Regent Enterprises Ltd,512624
3157,Rei Agro Ltd.,532106
3158,Rei Six Ten Retail Ltd.,533065
3159,Reil Electricals India Ltd.,505817
3160,Rekvina Laboratories Ltd.,526075
3161,Relaxo Footwears Ltd.-$,530517
3162,Reliable Ventures India Ltd.,532124
3163,Reliance Broadcast Network Limited,533143
3164,Reliance Capital Builder Fund Ii - Series A - Direct Plan Dividend Payout Option,538853
3165,Reliance Capital Builder Fund Ii - Series A - Direct Plan Growth Option,538854
3166,Reliance Capital Builder Fund Ii - Series A - Dividend Payout Option,538855
3167,Reliance Capital Builder Fund Ii - Series A - Growth Option,538856
3168,Reliance Capital Builder Fund Ii - Series B - Direct Plan Dividend Payout Option,538938
3169,Reliance Capital Builder Fund Ii - Series B - Direct Plan Growth Option,538939
3170,Reliance Capital Builder Fund Ii - Series B - Dividend Payout Option,538940
3171,Reliance Capital Builder Fund Ii - Series B - Growth Option,538941
3172,Reliance Capital Builder Fund Ii - Series C - Direct Plan Dividend Payout Option,539063
3173,Reliance Capital Builder Fund Ii - Series C - Direct Plan Growth Option,539065
3174,Reliance Capital Builder Fund Ii - Series C - Dividend Payout Option,539067
3175,Reliance Capital Builder Fund Ii - Series C - Growth Option,539070
3176,Reliance Capital Builder Fund Iii Series A - Direct Plan Dividend Payout Option,539202
3177,Reliance Capital Builder Fund Iii Series A- Direct Plan Growth Option,539203
3178,Reliance Capital Builder Fund Iii Series A- Dividend Plan Dividend Payout,539204
3179,Reliance Capital Builder Fund Iii Series A- Growth Plan - Growth,539205
3180,Reliance Capital Builder Fund- Series C - Direct Dividend Plan- Dividend Payout Option,538717
3181,Reliance Capital Builder Fund- Series C - Direct Growth Plan- Growth Option,538718
3182,Reliance Capital Builder Fund- Series C - Growth Plan- Growth Option,538720
3183,Reliance Capital Ltd.,500111
3184,Reliance Chemotex Industries Ltd.-$,503162
3185,Reliance Close Ended Equity Fund Ii- Series A - Direct Plan Dividend Payout Option,538418
3186,Reliance Close Ended Equity Fund Ii- Series A - Direct Plan Growth Option,538419
3187,Reliance Close Ended Equity Fund Ii- Series A - Dividend Payout Option,538420
3188,Reliance Close Ended Equity Fund Ii- Series A - Growth Option,538421
3189,Reliance Communications Ltd.,532712
3190,Reliance Defence And Engineering Ltd,533107
3191,Reliance Industrial Infrastructure Ltd.,523445
3192,Reliance Industries Ltd.,500325
3193,Reliance Infrastructure Ltd.,500390
3194,Reliance Mediaworks Ltd.,532399
3195,Reliance Mutual Fund - R Shares Cnx 100 Fund,537483
3196,Reliance Mutual Fund - R Shares Nifty Etf,537484
3197,Reliance Mutual Fund - R Shares Sensex Etf,538683
3198,Reliance Mutual Fund - Reliance Capital Builder Fund- Series A - Direct Plan Dividend Payout Optio,538591
3199,Reliance Mutual Fund - Reliance Capital Builder Fund- Series B - Direct Dvdnd Plan- Dvdnd Pyot O,538630
3200,Reliance Mutual Fund - Reliance Close Ended Equity Fund- Series A - Direct Plan Dvdnd Pyot Optin,536992
3201,Reliance Mutual Fund - Reliance Close Ended Equity Fund- Series B - Direct Plan Dividend Payo O,537198
3202,Reliance Mutual Fund- Reliance Capital Builder Fund- Series A - Direct Plan Growth Option,538592
3203,Reliance Mutual Fund- Reliance Capital Builder Fund- Series A - Dividend Payout Option,538593
3204,Reliance Mutual Fund- Reliance Capital Builder Fund- Series A - Growth Option,538594
3205,Reliance Mutual Fund- Reliance Capital Builder Fund- Series B - Direct Growth Plan- Growth Option,538631
3206,Reliance Mutual Fund- Reliance Capital Builder Fund- Series B - Dividend Plan-dividend Pyut Otin,538632
3207,Reliance Mutual Fund- Reliance Capital Builder Fund- Series B - Growth Plan- Growth Option,538633
3208,Reliance Mutual Fund- Reliance Capital Builder Fund- Series C - Dividend Plan-dividend P O,538719
3209,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series A - Direct Plan Growth Option,536993
3210,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series A - Dividend Payout Option,536994
3211,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series A - Growth Option,536995
3212,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series B - Direct Plan Growth Option,537199
3213,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series B - Dividend Payout Option,537200
3214,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series B - Growth Option,537201
3215,Reliance Power Ltd.,532939
3216,Relic Technologies Ltd.,511712
3217,Religare Enterprises Ltd.,532915
3218,Relish Pharmaceuticals Ltd.,524632
3219,Relson India Ltd.,502473
3220,Remi Edelstahl Tubulars Limited,513043
3221,Remi Elektrotechnik Limited,512487
3222,Remi Process Plant & Machinery Ltd.,505658
3223,Remi Sales & Engineering Ltd.,504360
